objects_sklearn.inv,3770,0.5595020737379116
objects_scrapy.inv,749,0.10424044533704376
objects_rocket.inv,5,0.0006751057019570794
objects_python.inv,11758,1.5405005339919597
objects_h5py.inv,159,0.020739275612154273
objects_jsonschema.inv,78,0.01139018869296109
objects_mypy.inv,86,0.011174557090911464
objects_pyqt.inv,3285,0.4755398099597102
objects_plone.inv,971,0.14140265048083123
objects_yt.inv,17420,2.7540412503353435
objects_pytest.inv,466,0.06242308678564825
objects_django_channels.inv,58,0.007237378883788992
objects_flask.inv,471,0.06570884617041059
objects_opencv.inv,1144,0.12659738270845936
objects_scapy.inv,15,0.0019016079815500574
objects_sqlalchemy.inv,5091,0.7308581367296014
objects_eyeD3.inv,908,0.13062778725823687
objects_numpy.inv,5788,0.8150918019689974
objects_requests.inv,204,0.02754663589018804
objects_sympy.inv,4987,0.6616934360673582
objects_attrs.inv,56,0.00730448841674052
objects_psutil.inv,176,0.02321377418718811
objects_beaker.inv,140,0.01950421918838754
objects_gspread.inv,75,0.010038989512579376
objects_matplotlib.inv,8953,1.3064366872822202
objects_pymongo.inv,773,0.1132662132641002
objects_cclib.inv,4,0.0005350785104488942
objects_sarge.inv,38,0.004963023575857051
objects_tox.inv,88,0.012009583802365853
objects_NAPALM.inv,130,0.018531990326111015
objects_pandas.inv,4350,0.6302736891514897
objects_pyexcel.inv,252,0.034985007528833025
objects_cookiecutter.inv,159,0.02084629131424407
objects_tinydb.inv,82,0.0111470771496883
objects_pdfminer.inv,6,0.0007919201465675485
objects_coverage.inv,151,0.020564004556414696
objects_pingo.inv,31,0.004558213025448765
objects_nltk.inv,5116,0.8097258446180206
objects_faker.inv,84,0.010932808679157269
objects_hypothesis.inv,149,0.01897518586989655
objects_pelican.inv,57,0.007269284063571746
objects_mistune.inv,36,0.005061702444588789
objects_twython.inv,156,0.021934998777132363
objects_sphinx.inv,1069,0.14731972783202424
objects_flake8.inv,382,0.05498021088632399
objects_pyserial.inv,166,0.023005610175208347
objects_jinja2.inv,401,0.055498121841830894
objects_pygame.inv,730,0.093677302121705
objects_bokeh.inv,5000,0.7286385635043465
objects_scipy.inv,6749,0.9440434708568404
objects_celery.inv,3923,0.5720658791585889
objects_click.inv,217,0.029648288361187623
